URL,secure,path,path_specified,expires,discard,port,port_specified
.google.com.br,FALSE,/,TRUE,1572901112,FALSE,,FALSE
.mail.ru,TRUE,/,TRUE,,TRUE,,FALSE
.mail.ru,FALSE,/,TRUE,1872449914,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1588539523,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1558299523,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1588539524,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1558299524,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1588539526,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1558299526,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1588539530,FALSE,,FALSE
target.my.com,TRUE,/,TRUE,1558299530,FALSE,,FALSE
bh.contextweb.com,FALSE,/,TRUE,,TRUE,,FALSE
.sharethrough.com,FALSE,/,TRUE,1588625932,FALSE,,FALSE
.altitude-arena.com,FALSE,/,TRUE,1620159938,FALSE,,FALSE
.altitude-arena.com,FALSE,/,TRUE,1557090058,FALSE,,FALSE
partners.tremorhub.com,FALSE,/,TRUE,,TRUE,,FALSE
pixel-us-east.rubiconproject.com,FALSE,/,TRUE,,TRUE,,FALSE
www.microsoft.com,FALSE,/,TRUE,1564865954,FALSE,,FALSE
mem.gfx.ms,TRUE,/,TRUE,1557091755,FALSE,,FALSE
.login.live.com,,/,TRUE,,TRUE,,FALSE
.login.live.com,,/,TRUE,,TRUE,,FALSE
.login.live.com,,/,TRUE,,TRUE,,FALSE
login.live.com,,/,TRUE,,TRUE,,FALSE
.xvideos.com,FALSE,/,TRUE,1559681970,FALSE,,FALSE
.xvideos.com,FALSE,/,TRUE,1559681970,FALSE,,FALSE
.paypal.com,TRUE,/,TRUE,1557121532,FALSE,,FALSE
.paypal.com,TRUE,/,TRUE,1557091770,FALSE,,FALSE
.paypal.com,TRUE,/,TRUE,1588625979,FALSE,,FALSE
.paypal.com,TRUE,/,TRUE,,TRUE,,FALSE
.www.paypal.com,TRUE,/,TRUE,,TRUE,,FALSE
.google.ru,FALSE,/,TRUE,1559681971,FALSE,,FALSE
.google.ru,FALSE,/,TRUE,1572901171,FALSE,,FALSE
.google.ru,FALSE,/,TRUE,1559681971,FALSE,,FALSE
.google.ru,FALSE,/,TRUE,1572901171,FALSE,,FALSE
.soso.com,FALSE,/,TRUE,1588625974,FALSE,,FALSE
.soso.com,FALSE,/,TRUE,2187809974,FALSE,,FALSE
soso.com,FALSE,/,TRUE,1559681974,FALSE,,FALSE
.adcash.com,FALSE,/,TRUE,1588625976,FALSE,,FALSE
.google.es,FALSE,/,TRUE,1559681979,FALSE,,FALSE
.google.es,FALSE,/,TRUE,1572901179,FALSE,,FALSE
.google.es,FALSE,/,TRUE,1559681979,FALSE,,FALSE
.google.es,FALSE,/,TRUE,1572901179,FALSE,,FALSE
.google.it,FALSE,/,TRUE,1559681979,FALSE,,FALSE
.google.it,FALSE,/,TRUE,1572901179,FALSE,,FALSE
.google.it,FALSE,/,TRUE,1559681979,FALSE,,FALSE
.google.it,FALSE,/,TRUE,1572901179,FALSE,,FALSE
.imdb.com,TRUE,/,TRUE,3704573627,FALSE,,FALSE
.imdb.com,TRUE,/,TRUE,3704573627,FALSE,,FALSE
.imdb.com,TRUE,/,TRUE,3704573627,FALSE,,FALSE
.apple.com,FALSE,/,TRUE,,TRUE,,FALSE
.apple.com,FALSE,/,TRUE,,TRUE,,FALSE
.imgur.com,FALSE,/,TRUE,3808238400,FALSE,,FALSE
.neobux.com,FALSE,/,TRUE,1588625985,FALSE,,FALSE
.craigslist.org,FALSE,/,TRUE,3145715977,FALSE,,FALSE
.craigslist.org,FALSE,/,TRUE,3145715977,FALSE,,FALSE
.craigslist.org,FALSE,/,TRUE,3145715977,FALSE,,FALSE
.craigslist.org,FALSE,/,TRUE,3145715977,FALSE,,FALSE
.amazon.co.jp,FALSE,/,TRUE,,TRUE,,FALSE
.google.com.mx,FALSE,/,TRUE,1559682002,FALSE,,FALSE
.google.com.mx,FALSE,/,TRUE,1572901202,FALSE,,FALSE
.google.com.mx,FALSE,/,TRUE,1559682002,FALSE,,FALSE
.google.com.mx,FALSE,/,TRUE,1572901202,FALSE,,FALSE
.google.com.hk,FALSE,/,TRUE,1559682003,FALSE,,FALSE
.google.com.hk,FALSE,/,TRUE,1572901203,FALSE,,FALSE
.google.com.hk,FALSE,/,TRUE,1559682004,FALSE,,FALSE
.google.com.hk,FALSE,/,TRUE,1572901204,FALSE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
.cnn.com,FALSE,/,TRUE,,TRUE,,FALSE
widgets.outbrain.com,FALSE,/,TRUE,,TRUE,,FALSE
.google.ca,FALSE,/,TRUE,1559682010,FALSE,,FALSE
.google.ca,FALSE,/,TRUE,1572901210,FALSE,,FALSE
.google.ca,FALSE,/,TRUE,1559682010,FALSE,,FALSE
.google.ca,FALSE,/,TRUE,1572901210,FALSE,,FALSE
fc.com,FALSE,/,TRUE,,TRUE,,FALSE
ax.ifeng.com,FALSE,/,TRUE,,TRUE,,FALSE
www.jiaadsx.com,FALSE,/,TRUE,,TRUE,,FALSE
mfp.deliver.ifeng.com,FALSE,/,TRUE,,TRUE,,FALSE
iis1.deliver.ifeng.com,FALSE,/,TRUE,,TRUE,,FALSE
rtb-if.kejet.net,FALSE,/,TRUE,,TRUE,,FALSE
.chinaso.com,FALSE,/,TRUE,2145916555,FALSE,,FALSE
sso.people.com.cn,FALSE,/,TRUE,,TRUE,,FALSE
.apps.people.com.cn,FALSE,/,TRUE,1557176526,FALSE,,FALSE
apps.people.com.cn,FALSE,/,TRUE,,TRUE,,FALSE
.aliexpress.com,FALSE,/,TRUE,,TRUE,,FALSE
.aliexpress.com,FALSE,/,TRUE,3704573783,FALSE,,FALSE
.aliexpress.com,FALSE,/,TRUE,3704573783,FALSE,,FALSE
.aliexpress.com,FALSE,/,TRUE,,TRUE,,FALSE
.aliexpress.com,FALSE,/,TRUE,3704573783,FALSE,,FALSE
.aliexpress.com,FALSE,/,TRUE,,TRUE,,FALSE
.aliexpress.com,FALSE,/,TRUE,3704573783,FALSE,,FALSE
www.aliexpress.com,FALSE,/,TRUE,,TRUE,,FALSE
.ok.ru,FALSE,/,TRUE,3704573784,FALSE,,FALSE
.ok.ru,FALSE,/,TRUE,3704573784,FALSE,,FALSE
.ok.ru,FALSE,/,TRUE,3704573785,FALSE,,FALSE
.ok.ru,FALSE,/,TRUE,3704573785,FALSE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,3704573791,FALSE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,3704573791,FALSE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,3704573791,FALSE,,FALSE
www.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,3626384461,FALSE,,FALSE
.alibaba.com,FALSE,/,TRUE,3704573792,FALSE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,3704573792,FALSE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,3704573792,FALSE,,FALSE
www.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,,TRUE,,FALSE
.alibaba.com,FALSE,/,TRUE,1864676547,FALSE,,FALSE
.alibaba.com,FALSE,/,TRUE,1564690147,FALSE,,FALSE
.fonts.adobe.com,TRUE,/,TRUE,1558299770,FALSE,,FALSE
fonts.adobe.com,TRUE,/,TRUE,1559768570,FALSE,,FALSE
d9.flashtalking.com,FALSE,/,TRUE,1557090269,FALSE,,FALSE
.gwallet.com,FALSE,/,TRUE,1588626301,FALSE,,FALSE
.google.com.tr,FALSE,/,TRUE,1559682321,FALSE,,FALSE
.google.com.tr,FALSE,/,TRUE,1572901521,FALSE,,FALSE
.google.com.tr,FALSE,/,TRUE,1559682321,FALSE,,FALSE
.google.com.tr,FALSE,/,TRUE,1572901521,FALSE,,FALSE
a2.xinhuanet.com,FALSE,/,TRUE,,TRUE,,FALSE
youku.com,TRUE,/,TRUE,,TRUE,,FALSE
.godaddy.com,FALSE,/,TRUE,1588626377,FALSE,,FALSE
.godaddy.com,FALSE,/,TRUE,,TRUE,,FALSE
.godaddy.com,FALSE,/,TRUE,1588626377,FALSE,,FALSE
.godaddy.com,FALSE,/,TRUE,,TRUE,,FALSE
.godaddy.com,FALSE,/,TRUE,1588712776,FALSE,,FALSE
uk.godaddy.com,FALSE,/,TRUE,,TRUE,,FALSE
.pornhub.com,FALSE,/,TRUE,3429540763,FALSE,,FALSE
.pornhub.com,FALSE,/,TRUE,3114267163,FALSE,,FALSE
.pornhub.com,FALSE,/,TRUE,1588626386,FALSE,,FALSE
.pornhub.com,FALSE,/,TRUE,3114267163,FALSE,,FALSE
www.pornhub.com,FALSE,/,TRUE,,TRUE,,FALSE
.pornhub.com,FALSE,/,TRUE,3429540763,FALSE,,FALSE
.pornhub.com,FALSE,/,TRUE,3114267163,FALSE,,FALSE
.pornhub.com,FALSE,/,TRUE,1588626386,FALSE,,FALSE
.pornhub.com,FALSE,/,TRUE,3114267163,FALSE,,FALSE
www.pornhub.com,FALSE,/,TRUE,,TRUE,,FALSE
hubt.pornhub.com,FALSE,/,TRUE,,TRUE,,FALSE
a.adtng.com,FALSE,/,TRUE,,TRUE,,FALSE
a.adtng.com,FALSE,/,TRUE,2145916555,FALSE,,FALSE
eu-adsrv.rtbsuperhub.com,FALSE,/,TRUE,1559682389,FALSE,,FALSE
.google.com.au,FALSE,/,TRUE,1559682383,FALSE,,FALSE
.google.com.au,FALSE,/,TRUE,1572901583,FALSE,,FALSE
.google.com.au,FALSE,/,TRUE,1559682383,FALSE,,FALSE
.google.com.au,FALSE,/,TRUE,1572901583,FALSE,,FALSE
.ebay.de,FALSE,/,TRUE,1620162389,FALSE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,1588626389,FALSE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,1588626392,FALSE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,1588626394,FALSE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,1588626396,FALSE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.alipay.com,TRUE,/,TRUE,,TRUE,,FALSE
www.alipay.com,TRUE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.de,FALSE,/,TRUE,1588626402,FALSE,,FALSE
.google.pl,FALSE,/,TRUE,1559682406,FALSE,,FALSE
.google.pl,FALSE,/,TRUE,1572901606,FALSE,,FALSE
.google.pl,FALSE,/,TRUE,1559682407,FALSE,,FALSE
.google.pl,FALSE,/,TRUE,1572901607,FALSE,,FALSE
.espn.com,FALSE,/,TRUE,2188242388,FALSE,,FALSE
www.espn.com,FALSE,/,TRUE,1557695188,FALSE,,FALSE
www.espn.com,FALSE,/,TRUE,,TRUE,,FALSE
www.espn.com,FALSE,/,TRUE,1557695188,FALSE,,FALSE
www.espn.com,FALSE,/,TRUE,1557695188,FALSE,,FALSE
.espn.com,FALSE,/,TRUE,2188242408,FALSE,,FALSE
www.espn.com,FALSE,/,TRUE,1557695208,FALSE,,FALSE
www.espn.com,FALSE,/,TRUE,,TRUE,,FALSE
www.espn.com,FALSE,/,TRUE,1557695208,FALSE,,FALSE
www.espn.com,FALSE,/,TRUE,1557695208,FALSE,,FALSE
.espn.co.uk,FALSE,/,TRUE,2188242410,FALSE,,FALSE
www.espn.co.uk,FALSE,/,TRUE,1557695210,FALSE,,FALSE
www.espn.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
www.espn.co.uk,FALSE,/,TRUE,1557695210,FALSE,,FALSE
www.espn.co.uk,FALSE,/,TRUE,1557695210,FALSE,,FALSE
.dailymotion.com,FALSE,/,TRUE,1591391222,FALSE,,FALSE
.dailymotion.com,FALSE,/,TRUE,1591391223,FALSE,,FALSE
.dailymotion.com,FALSE,/,TRUE,1588626424,FALSE,,FALSE
.google.com,FALSE,/,TRUE,1559682425,FALSE,,FALSE
.google.com,FALSE,/,TRUE,1572901625,FALSE,,FALSE
.netflix.com,FALSE,/,TRUE,1557101225,FALSE,,FALSE
.netflix.com,FALSE,/,TRUE,1588626434,FALSE,,FALSE
.netflix.com,FALSE,/,TRUE,1557101226,FALSE,,FALSE
.netflix.com,FALSE,/,TRUE,1588626435,FALSE,,FALSE
target.digitalaudience.io,TRUE,/,TRUE,,TRUE,,FALSE
.redtube.com,FALSE,/,TRUE,3429540933,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267333,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,1588626471,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267333,FALSE,,FALSE
www.redtube.com,FALSE,/,TRUE,,TRUE,,FALSE
.redtube.com,FALSE,/,TRUE,3429540935,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267335,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,1588626472,FALSE,,FALSE
.redtube.com,FALSE,/,TRUE,3114267335,FALSE,,FALSE
www.redtube.com,FALSE,/,TRUE,,TRUE,,FALSE
ht.redtube.com,FALSE,/,TRUE,,TRUE,,FALSE
stream.cms.rakuten.co.jp,TRUE,/,TRUE,,TRUE,,FALSE
.rakuten.co.jp,FALSE,/,TRUE,1620162481,FALSE,,FALSE
.rakuten.co.jp,FALSE,/,TRUE,1557092281,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1620162499,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626499,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626502,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626504,FALSE,,FALSE
.xnxx.com,FALSE,/,TRUE,1559682513,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626506,FALSE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,,TRUE,,FALSE
.ebay.co.uk,FALSE,/,TRUE,1588626508,FALSE,,FALSE
.xnxx.com,FALSE,/,TRUE,1559682519,FALSE,,FALSE
china.com,FALSE,/,TRUE,,TRUE,,FALSE
.wrating.com,FALSE,/,TRUE,1868130524,FALSE,,FALSE
rank.china.com,FALSE,/,TRUE,,TRUE,,FALSE
.themeforest.net,FALSE,/,TRUE,1588626538,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,TRUE,/,TRUE,,TRUE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1559682567,FALSE,,FALSE
.livejasmin.com,TRUE,/,TRUE,,TRUE,,FALSE
.livejasmin.com,FALSE,/,TRUE,1588626567,FALSE,,FALSE
.cnet.com,TRUE,/,TRUE,1557695376,FALSE,,FALSE
.cnet.com,TRUE,/,TRUE,1557695376,FALSE,,FALSE
.cnet.com,TRUE,/,TRUE,1557695376,FALSE,,FALSE
www.cnet.com,TRUE,/,TRUE,,TRUE,,FALSE
.flickr.com,FALSE,/,TRUE,1588626579,FALSE,,FALSE
.www.pixnet.net,FALSE,/,TRUE,,TRUE,,FALSE
.www.pixnet.net,FALSE,/,TRUE,,TRUE,,FALSE
.pixanalytics.com,FALSE,/,TRUE,1620162597,FALSE,,FALSE
.pixnet.net,FALSE,/,TRUE,1620162557,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1559682599,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1572901799,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1559682600,FALSE,,FALSE
.google.com.ar,FALSE,/,TRUE,1572901800,FALSE,,FALSE
www.aol.co.uk,TRUE,/,TRUE,,TRUE,,FALSE
www.aol.co.uk,FALSE,/,TRUE,1557091810,FALSE,,FALSE
www.aol.co.uk,FALSE,/,TRUE,1557091810,FALSE,,FALSE
www.aol.co.uk,FALSE,/,TRUE,1557091810,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,1651763442,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,,TRUE,,FALSE
.amazon.com,FALSE,/,TRUE,1651763443,FALSE,,FALSE
.amazon.com,FALSE,/,TRUE,,TRUE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1557177036,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1924948800,FALSE,,FALSE
.youporn.com,FALSE,/,TRUE,1557177036,FALSE,,FALSE
ht.youporn.com,FALSE,/,TRUE,,TRUE,,FALSE
.google.com.sa,FALSE,/,TRUE,1559682639,FALSE,,FALSE
.google.com.sa,FALSE,/,TRUE,1572901839,FALSE,,FALSE
.google.com.sa,FALSE,/,TRUE,1559682640,FALSE,,FALSE
.google.com.sa,FALSE,/,TRUE,1572901840,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,1588626644,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,2187810644,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,1588626646,FALSE,,FALSE
.sogou.com,FALSE,/,TRUE,2187810646,FALSE,,FALSE
.booking.com,TRUE,/,TRUE,1714770654,FALSE,,FALSE
.booking.com,TRUE,/,TRUE,1714770655,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1559682675,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1572901875,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1559682675,FALSE,,FALSE
.google.com.eg,FALSE,/,TRUE,1572901875,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1559682676,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1572901876,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1559682676,FALSE,,FALSE
.google.com.tw,FALSE,/,TRUE,1572901876,FALSE,,FALSE
.nytimes.com,FALSE,/,TRUE,1588626670,FALSE,,FALSE
.weather.com,TRUE,/,TRUE,,TRUE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626694,FALSE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626694,FALSE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626700,FALSE,,FALSE
.secureserver.net,FALSE,/,TRUE,1588626700,FALSE,,FALSE
.insightexpressai.com,FALSE,/,TRUE,1620162705,FALSE,,FALSE
.insightexpressai.com,FALSE,/,TRUE,1620162705,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1559682709,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1572901909,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1559682709,FALSE,,FALSE
.google.nl,FALSE,/,TRUE,1572901909,FALSE,,FALSE
sample-api-v2.crazyegg.com,FALSE,/,TRUE,,TRUE,,FALSE
.fiverr.com,FALSE,/,TRUE,1588626710,FALSE,,FALSE
.bitly.com,FALSE,/,TRUE,,TRUE,,FALSE
.bitly.com,FALSE,/,TRUE,1588626735,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1572869217,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1588626741,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1572869219,FALSE,,FALSE
.flipkart.com,FALSE,/,TRUE,1588626743,FALSE,,FALSE
.adf.ly,FALSE,/,TRUE,,TRUE,,FALSE
.adf.ly,FALSE,/,TRUE,1588626752,FALSE,,FALSE
sjrtp8-cdn.marketo.com,TRUE,/,TRUE,1557092861,FALSE,,FALSE
